"ZIP5","Electric","Total_Cars","Median_Household_Income","White_perc","BachOrHigher_perc","Zillow_Home_Value_Index","Total_Population","ZIP3","ev_perc","non_white","car_density","maj_white"
94121,660,21565,116970,42.5,62.5,1538109.67,43964,"941",3.06051472293067,57.5,490.514966791011,0
92210,132,4170,120680,89.4,54.8,1237630.45,4827,"922",3.16546762589928,10.6,863.890615288999,1
90056,221,6893,105744,10.5,52.3,1529128.71,7956,"900",3.20615116785144,89.5,866.39014580191,0
92010,443,14747,108398,60.3,53.2,1112350.29,15976,"920",3.00400081372483,39.7,923.072108162243,1
90404,427,13779,74591,43.8,56.8,1060487.99,23460,"904",3.09891864431381,56.2,587.340153452685,0
90015,432,13188,53062,13.6,43.1,703024.98,24228,"900",3.27570518653321,86.4,544.32887568103,0
90230,657,22354,96837,37.7,56.6,1055127.84,33620,"902",2.93907130714861,62.3,664.901844140393,0
94109,560,17920,104476,52.8,67.5,979169.1,56114,"941",3.125,47.2,319.349894856898,1
94710,153,5526,105729,44.9,59.9,1008397.7,8056,"947",2.76872964169381,55.1,685.948361469712,0
91106,487,16420,84153,36,60.5,900447.04,23589,"911",2.96589524969549,64,696.087159269151,0
94597,489,16592,133930,55.7,68.4,993924.66,23725,"945",2.94720347155256,44.3,699.346680716544,1
93109,284,8629,107364,71.8,57.5,2061456.5,11291,"931",3.29122725692433,28.2,764.237002922682,1
92807,879,32331,126354,54.2,42.7,978804.64,36110,"928",2.71875289969379,45.8,895.347549155359,1
92078,1125,37341,97908,52.5,47.9,935262.15,53247,"920",3.01277416244878,47.5,701.278945292692,1
95123,1446,50144,124389,36.3,45,1208548.01,71118,"951",2.88369495851946,63.7,705.081695210777,0
92122,872,27399,88073,49.6,74.7,995277.01,45676,"921",3.18259790503303,50.4,599.855503984587,0
94038,81,2575,116773,54.1,52.3,1402881.36,3227,"940",3.14563106796117,45.9,797.954756740006,1
95060,970,32278,93839,66.1,55.1,1299056.04,47594,"950",3.00514282173617,33.9,678.194730428205,1
92880,1203,43611,128425,23.7,40.4,830418.08,74933,"928",2.75847836554998,76.3,581.99991992847,0
91214,661,24655,116201,50.7,55.7,1133396.08,32009,"912",2.68099776921517,49.3,770.252116592208,1
90703,1155,41920,115272,12.8,53.6,955656.15,49989,"907",2.75524809160305,87.2,838.584488587489,0
90017,311,11646,44607,11.4,34,664671.05,28433,"900",2.67044478791001,88.6,409.594485281187,0
92883,777,27921,112151,43.5,32.6,710080.82,35788,"928",2.78285161706243,56.5,780.177713199955,0
94122,939,30658,130708,36.3,59.4,1427642.51,60144,"941",3.06282210189836,63.7,509.743282787976,0
94949,423,14927,107547,59.9,48.8,1182957.21,18273,"949",2.83379111676827,40.1,816.888305149674,1
91739,851,30125,126111,29.8,43,883776.52,41427,"917",2.82489626556017,70.2,727.182755207956,0
93924,174,6175,141250,79.7,51.7,1354069.57,6416,"939",2.81781376518219,20.3,962.437655860349,1
92705,1098,38327,119260,37.8,44.6,1274836.19,47851,"927",2.86482114436298,62.2,800.965497063802,0
90012,804,25014,53278,18.6,35.5,615582.91,39709,"900",3.21420004797313,81.4,629.932760835075,0
93730,329,10106,130726,57.8,62.8,625438.16,12810,"937",3.25549178705719,42.2,788.914910226386,1
92649,796,29620,104320,63.9,49.2,1156364.59,36130,"926",2.68737339635381,36.1,819.817326321616,1
91775,451,17510,99362,20,48.3,1108938,24079,"917",2.57567104511708,80,727.189667344989,0
92630,1499,53648,108963,49.1,45.1,977745.45,66621,"926",2.79413957649866,50.9,805.271611053572,0
95148,1168,37743,153433,9.5,39.7,1324882.64,47305,"951",3.09461357072835,90.5,797.86491914174,0
95065,195,7004,121538,68.2,45.6,1249640.38,8301,"950",2.7841233580811,31.8,843.753764606674,1
94080,3033,78155,113008,21.6,38.4,1169932.57,66652,"940",3.88074979207984,78.4,1172.58296825302,0
95128,726,24230,105563,39.3,48,1282779.16,35367,"951",2.99628559636814,60.7,685.101931178782,0
95003,560,21158,128833,77.3,54.3,1341749.81,25244,"950",2.64675300122885,22.7,838.139755981619,1
94108,92,3275,65392,33.5,47.2,978012.45,11963,"941",2.80916030534351,66.5,273.760762350581,0
91607,545,20071,80871,58.4,48.9,1163450.49,30921,"916",2.71536047033033,41.6,649.105785711976,1
92708,1249,47480,92765,39.3,42.6,1129944.91,57139,"927",2.63058129738837,60.7,830.956089536044,0
93105,607,20388,109018,70.5,60.5,1675413.87,26382,"931",2.97724151461644,29.5,772.799636115533,1
94018,83,3073,194038,87.6,49.3,1441346.34,3636,"940",2.70094370322161,12.4,845.159515951595,1
94020,32,1413,191915,81.4,70.1,940534.62,2186,"940",2.26468506723284,18.6,646.386093321134,1
94102,261,8157,55888,31.6,47,719319.63,33856,"941",3.19970577418168,68.4,240.932183364839,0
92821,863,32986,105330,40.8,48.1,943726.14,41286,"928",2.61626144424908,59.2,798.963328973502,0
94901,1004,34017,105706,53.7,50,1367476.92,42307,"949",2.95146544374871,46.3,804.051339021911,1
95818,394,16264,97982,56.2,61.9,676296.52,22423,"958",2.42252828332514,43.8,725.326673504883,1
94609,329,12332,99783,41.7,61.4,1034522.99,24623,"946",2.66785598443075,58.3,500.832554928319,0
94133,284,9755,71063,34.1,50.9,1261047.2,26090,"941",2.91132752434649,65.9,373.898045228057,0
91101,364,13987,79154,36.6,61.5,752377.51,19542,"911",2.60241652963466,63.4,715.740456452768,0
94956,34,1339,73558,93.6,67.3,1380715.16,1174,"949",2.53920836445108,6.40000000000001,1140.54514480409,1
95570,41,2494,62679,81.4,56.6,578748.28,2515,"955",1.6439454691259,18.6,991.650099403579,1
92675,856,30646,111875,55.3,39.8,1083056.71,35319,"926",2.7931867127847,44.7,867.691610747756,1
90041,453,18292,95811,30.7,50.6,1168789.7,28956,"900",2.47649245571835,69.3,631.71708799558,0
92676,51,1921,107794,84,42.6,865108.58,1988,"926",2.65486725663717,16,966.297786720322,1
90814,271,12714,84195,52.6,54.6,868717.22,19166,"908",2.13150857322636,47.4,663.362203902744,1
92106,434,15108,117589,68.8,59.4,1578421.78,20889,"921",2.87265025152237,31.2,723.251472066638,1
92688,886,34855,127522,58.5,48.8,883676.9,44386,"926",2.54195954669344,41.5,785.270130221241,1
95819,371,13240,114622,67.2,66.3,699503.42,20146,"958",2.80211480362538,32.8,657.202422317085,1
92672,793,30084,96929,69.7,45.8,1442554.99,38872,"926",2.6359526658689,30.3,773.92467585923,1
95834,547,28652,84073,23.3,37.2,525939.18,33102,"958",1.9091162920564,76.7,865.567035224458,0
91780,650,26936,88119,13.1,42.5,981986.63,35494,"917",2.41312741312741,86.9,758.888826280498,0
91784,566,24059,138017,49.3,47.2,898618.49,26330,"917",2.35254998129598,50.7,913.748575769085,0
95132,886,31757,143695,13.8,47.9,1388342.39,41337,"951",2.78993607708537,86.2,768.246365241793,0
95524,33,1930,66750,86.4,55.6,565282.29,1660,"955",1.70984455958549,13.6,1162.65060240964,1
91320,1038,37648,130893,65.8,49.7,916622.85,44356,"913",2.7571185720357,34.2,848.769050410317,1
94132,405,14144,93995,26.7,54.8,1234392.19,29707,"941",2.86340497737557,73.3,476.116740162251,0
93921,87,2807,93693,90.7,72.4,2096714.47,2564,"939",3.09939437121482,9.3,1094.77379095164,1
95050,759,27746,107311,38.8,53,1386838.22,39269,"950",2.73552944568586,61.2,706.562428378619,0
92118,365,12456,114559,71.2,64.4,2243397.96,19672,"921",2.93031470777136,28.8,633.184221228141,1
94547,498,21237,114124,18,45.1,793804.89,26050,"945",2.34496397796299,82,815.239923224568,0
92128,1041,37291,112779,56.2,60.4,898568.18,50161,"921",2.79155828484085,43.8,743.426167739878,1
94587,1498,53642,127828,14.7,41.8,1108804.61,70828,"945",2.79258789754297,85.3,757.35584796973,0
91104,604,24685,85049,34.8,46.3,1086623.7,37619,"911",2.44683005874013,65.2,656.18437491693,0
95465,56,2454,79688,81.5,53,1103679.74,1316,"954",2.28198859005705,18.5,1864.74164133739,1
94952,714,28840,102238,72.2,44.3,1032621.54,34457,"949",2.47572815533981,27.8,836.98522796529,1
94704,136,5927,46913,38.8,71.6,1090649.75,25124,"947",2.29458410663067,61.2,235.909886960675,0
94607,347,14082,66211,24.8,45.5,626003.24,27022,"946",2.46413861667377,75.2,521.130930353046,0
95549,8,794,76017,86.8,41.6,514925.59,1226,"955",1.00755667506297,13.2,647.63458401305,1
90505,668,28647,101043,39.7,57.3,1255437.08,37533,"905",2.33183230355709,60.3,763.248341459516,0
90740,434,20493,75019,69.6,49.7,1059186.82,24721,"907",2.11779632069487,30.4,828.971319930424,1
95816,349,17863,77839,69.3,63,681595.69,18033,"958",1.95375916699323,30.7,990.572838684634,1
91914,391,14190,150284,18.1,44.3,1029467.08,17742,"919",2.7554615926709,81.9,799.797091646939,0
90503,700,33492,105142,33.3,55.7,1140094.14,44744,"905",2.09005135554759,66.7,748.52494189165,0
90623,290,12527,105632,24,47.9,1019686.83,15703,"906",2.31499960086214,76,797.745653696746,0
91206,505,22511,82664,67.5,44,1034797.81,32570,"912",2.24334769668162,32.5,691.157506908198,1
91355,610,26666,104637,58.9,49.3,746017.56,31469,"913",2.28755718892972,41.1,847.373605770758,1
92532,436,20140,94752,39.8,29.7,583860.66,26840,"925",2.1648460774578,60.2,750.372578241431,0
90034,841,34536,88490,38.9,62.9,1359317.79,53321,"900",2.43514014361825,61.1,647.699780574258,0
95133,608,22577,110484,8.1,41.9,1070702.98,28902,"951",2.69300615670815,91.9,781.157013355477,0
95630,1476,57921,128383,58.8,56.7,726852.59,73815,"956",2.54829854456933,41.2,784.6779109937,1
90065,750,31478,80386,25.8,38.6,1045696.58,46432,"900",2.3826164305229,74.2,677.937629221227,0
92008,590,24159,89502,68.4,54,1393651.1,27742,"920",2.44215406266816,31.6,870.845649196165,1
91202,374,16266,82476,69,48,1096133.21,22757,"912",2.2992745604328,31,714.769082040691,1
93110,373,13394,99261,62.6,50.7,1691464.59,16345,"931",2.78482902792295,37.4,819.455490975834,1
94945,377,15891,109544,67.5,49.6,1035767.84,17482,"949",2.37241205713926,32.5,908.992106166343,1
94924,31,1164,90481,88.9,58.6,1683752.6,1232,"949",2.66323024054983,11.1,944.805194805195,1
90028,376,16007,52814,44.1,51.3,891752.52,29887,"900",2.34897232460798,55.9,535.584033191689,0
93401,589,24653,83814,71.3,53.3,977520.88,28654,"934",2.38916156248732,28.7,860.368534934041,1
92691,837,39690,122967,59,47.1,990809.08,48437,"926",2.10884353741497,41,819.414910089395,1
92867,810,34985,108547,44,39.8,1023098.9,44232,"928",2.31527797627555,56,790.943208536806,0
92064,1083,41344,119838,62.2,52.5,1059495.01,49005,"920",2.61948529411765,37.8,843.669013365983,1
93449,191,7450,94268,82.7,48.4,1225203.45,8058,"934",2.56375838926175,17.3,924.547034003475,1
92626,907,39592,98766,50.2,44.2,1145239.68,50389,"926",2.29086684178622,49.8,785.727043600786,1
92264,386,15839,63518,68.5,44.8,614196.53,19965,"922",2.43702253930172,31.5,793.338342098673,1
91311,727,31732,101623,42.5,41.3,858002.11,41188,"913",2.29106264969116,57.5,770.418568515101,0
92869,683,29429,126864,45,44.4,994982.67,36174,"928",2.32083998776717,55,813.540111682424,0
91505,572,24584,94610,52.7,47.2,1030415.06,32884,"915",2.32671656361861,47.3,747.597615861817,1
94044,746,30885,138381,51.6,47.2,1225828.85,38609,"940",2.41541201230371,48.4,799.943018467197,1
94510,528,24790,118228,61.5,45.2,786025.47,27327,"945",2.12989108511497,38.5,907.161415449921,1
94550,1018,41341,158887,62.5,51.1,1133416.98,50119,"945",2.46244648170097,37.5,824.856840719089,1
90755,194,9964,79260,27.3,38.4,668562.18,11813,"907",1.94700923323966,72.7,843.477524760857,0
91501,312,14590,78630,69.1,40.5,1076597.72,19493,"915",2.13845099383139,30.9,748.473811111681,1
92833,882,39385,98176,20.8,42.5,843153.69,53188,"928",2.23943125555415,79.2,740.48657591938,0
92262,496,20193,60289,56.5,40.5,697113.96,25888,"922",2.45629673649284,43.5,780.01390605686,1
92646,1026,46712,112926,64.2,47.7,1146863.95,55939,"926",2.19643774618942,35.8,835.052467866783,1
95442,61,2773,151342,77.5,65.5,1216204.08,2521,"954",2.19978362783988,22.5,1099.96033320111,1
95404,656,30168,88574,63.4,45.5,793270.81,38028,"954",2.17448952532485,36.6,793.310192489744,1
95117,506,20458,107972,31.6,45.1,1518450.93,28832,"951",2.47336005474631,68.4,709.558823529412,0
94574,200,7458,116322,69.5,55.1,1698984.55,7859,"945",2.6816840976133,30.5,948.975696653518,1
94933,21,780,120000,70.2,54.2,867128.92,1185,"949",2.69230769230769,29.8,658.227848101266,1
92108,461,17955,87032,53.3,54,575155.62,21995,"921",2.56752993595099,46.7,816.321891338941,1
91506,316,15154,83217,55,43.4,1115342.07,19449,"915",2.0852580176851,45,779.166023960101,1
95765,750,31768,110656,64.2,52.5,686187.13,41799,"957",2.36086628053387,35.8,760.018182253164,1
92124,452,18978,98693,56.2,54.8,945736.55,31593,"921",2.3817051322584,43.8,600.70268730415,1
92101,969,37003,78092,57,55.1,749467.45,43096,"921",2.61870659135746,43,858.617969185075,1
91344,904,41862,104640,44.6,37,904804.38,54465,"913",2.15947637475515,55.4,768.603690443404,0
90815,567,30050,102939,53.7,53.4,920317.76,43092,"908",1.88685524126456,46.3,697.345214889075,1
95121,733,30020,117991,8.4,33.8,1106620.64,37663,"951",2.4417055296469,91.6,797.068741204896,0
91387,701,33599,100523,37.7,32.5,754772.38,45295,"913",2.08637161820292,62.3,741.781653604151,0
95742,324,13808,141629,42.8,46.7,621144.54,13955,"957",2.34646581691773,57.2,989.46614116804,0
95864,453,18944,112560,70.6,58.1,678919.28,25367,"958",2.39125844594595,29.4,746.797019750069,1
91748,709,34917,77183,6.4,37.7,830944.66,45205,"917",2.03052954148409,93.6,772.414555911957,0
93405,247,11582,49678,72.2,51.1,967617.92,25081,"934",2.13261958211017,27.8,461.783820421833,1
95811,114,7874,71265,50.6,57,621124.43,7432,"958",1.44780289560579,49.4,1059.47255113025,1
92029,457,20183,98848,58.2,43.1,1083018.28,19466,"920",2.26428182133479,41.8,1036.83345320045,1
90808,569,31301,118814,53,45,912724.37,39723,"908",1.81783329606083,47,787.98177378345,1
95476,615,28772,96029,67.1,40.8,966458.64,36578,"954",2.13749478659808,32.9,786.593034064192,1
90807,497,24371,81622,38.7,43.2,865430.76,32994,"908",2.03930901481269,61.3,738.649451415409,0
91203,236,10639,66245,56.7,40.9,717535.98,16557,"912",2.21825359526271,43.3,642.568098085402,1
95405,335,17279,99978,77.9,47.4,721505.49,23176,"954",1.9387696047225,22.1,745.555747324819,1
94951,93,4253,101197,68.6,43.9,1186639.38,3393,"949",2.18669174700212,31.4,1253.4630120837,1
94523,589,27152,130277,60.4,56,959694.85,34957,"945",2.16926929876252,39.6,776.725691563921,1
91504,415,19213,89219,54.9,43.6,1096996.34,27592,"915",2.15999583615261,45.1,696.325021745433,1
94947,437,20799,121833,62.5,44.4,966689.74,25468,"949",2.10106255108419,37.5,816.67190199466,1
92624,145,6486,110990,66.4,42.4,1448874.56,6398,"926",2.23558433549183,33.6,1013.75429821819,1
91741,425,21306,113446,51.7,46.2,920303.45,26460,"917",1.99474326480804,48.3,805.215419501134,1
90630,752,39123,109051,34.8,48.7,911026.09,50543,"906",1.92214298494492,65.2,774.053775992719,0
91390,318,16419,133150,60.2,40.8,869649.57,19772,"913",1.93678055910835,39.8,830.416750960955,1
90010,197,7236,76547,17.7,54.2,952608.1,4313,"900",2.72249861802101,82.3,1677.71852538836,0
90026,750,36325,70436,28,42.9,1145179.25,65921,"900",2.06469373709566,72,551.038364102486,0
95377,651,28659,128732,27.3,27.2,756941.92,33630,"953",2.2715377368366,72.7,852.185548617306,0
95064,12,856,107500,32.7,67.4,609927.6,10646,"950",1.4018691588785,67.3,80.4057862107834,0
91401,552,27680,65458,42.5,38.9,1044389.61,38974,"914",1.99421965317919,57.5,710.217067788782,0
95460,48,3004,69712,81.4,45,786555.09,2311,"954",1.59786950732357,18.6,1299.87018606664,1
91040,319,17132,98044,60.5,33.7,842659.64,21289,"910",1.86201260798506,39.5,804.73483958852,1
92870,730,39773,103233,38.7,40.5,920951.82,53126,"928",1.83541598571896,61.3,748.654142980838,0
94546,724,35350,111570,41.3,40.8,1003689.92,46169,"945",2.04809052333805,58.7,765.665273235288,0
93111,367,15889,132603,67.4,55.1,1450046.35,18327,"931",2.30977405752407,32.6,866.972226769248,1
92003,115,5143,98304,63.2,36.2,921151.63,4299,"920",2.23604899863893,36.8,1196.32472668062,1
94534,779,36121,121478,40.4,40.5,693006.02,39318,"945",2.1566401816118,59.6,918.688641334758,0
95409,434,21515,85614,72.5,48.8,750888.91,26179,"954",2.01719730420637,27.5,821.841934374881,1
91737,400,19948,105943,42.8,40.4,853823.45,23790,"917",2.00521355524363,57.2,838.503572929802,0
91915,603,24600,128839,17.8,47.7,793030.18,34616,"919",2.45121951219512,82.2,710.654032817194,0
93012,676,30494,111228,58.8,48.4,804143.99,35794,"930",2.21682954023742,41.2,851.930491143767,1
91201,288,15906,59432,67.2,32.7,1127746.01,22807,"912",1.8106374952848,32.8,697.417459551892,1
91754,478,25257,71735,5.5,37.3,852124.71,33931,"917",1.8925446410896,94.5,744.363561345083,0
91601,493,25347,61761,44.8,46,900093.82,34786,"916",1.94500335345406,55.2,728.655206117404,0
91325,463,24519,73119,35.8,40.6,941633.09,35355,"913",1.88833149802194,64.2,693.508697496818,0
94805,191,10824,95534,34.1,42.6,733000.65,14783,"948",1.76459719142646,65.9,732.192383142799,0
92881,489,25380,125134,43.6,34,784120.55,31061,"928",1.92671394799054,56.4,817.101831879206,0
91103,405,18510,73705,20.3,34.9,963744.74,26909,"911",2.18800648298217,79.7,687.873945520086,0
91411,288,15980,67430,34.2,37.3,934740.71,23902,"914",1.80225281602003,65.8,668.563300142247,0
92627,917,46082,94833,48.5,40.6,1139782.4,62575,"926",1.98993099257845,51.5,736.428286056732,0
94803,376,21083,101696,33.7,40.9,738324.87,27133,"948",1.78342740596689,66.3,777.024287767663,0
94599,50,2267,69769,68.2,32.2,1354312.41,3421,"945",2.20555800617556,31.8,662.671733411283,1
94605,584,29814,83026,16.4,40.7,723317.88,45334,"946",1.95881129670625,83.6,657.652093351568,0
94517,242,11041,144097,69.6,55.6,1061445.65,12200,"945",2.19183045014039,30.4,905,1
92831,422,24287,79461,36.6,43.7,882951.09,36859,"928",1.73755507061391,63.4,658.916411188584,0
92120,527,24995,103596,65.2,54.4,919744.26,29172,"921",2.10842168433687,34.8,856.814753873577,1
95112,805,39133,83224,22.8,39.3,966756.55,58489,"951",2.05708736871694,77.2,669.065978218126,0
95020,957,53189,117236,28.5,28.2,1020019.27,67851,"950",1.79924420462878,71.5,783.908859117773,0
95835,571,28205,106843,31.3,48.8,558720.67,41051,"958",2.02446374756249,68.7,687.072178509659,0
91745,751,43293,94608,11.7,34.1,834705.17,54853,"917",1.73469152056915,88.3,789.254917689096,0
94513,1106,53797,124673,49.1,36.7,790081.85,66087,"945",2.05587672175028,50.9,814.033017083541,0
93023,344,17720,79815,73.4,41.1,1044158.14,21691,"930",1.94130925507901,26.6,816.928680097736,1
95757,826,39454,117356,24.2,42,679388.26,52105,"957",2.09357733056217,75.8,757.201804049515,0
95005,104,5556,89761,83,40.8,929532.28,8020,"950",1.87185025197984,17,692.768079800499,1
91016,558,30931,88285,31.6,42.1,895270.17,41507,"910",1.80401538909185,68.4,745.199604885923,0
93021,639,31441,125801,52.4,42.3,861255.22,38030,"930",2.0323781050221,47.6,826.742045753353,1
95073,195,10099,105508,75.9,42.1,1250378.3,11359,"950",1.93088424596495,24.1,889.074742494938,1
92109,697,31898,95170,73.8,67.5,1256413.88,45333,"921",2.18508997429306,26.2,703.63752674652,1
91020,107,5837,59412,48.4,42.7,907656.01,7869,"910",1.83313345896865,51.6,741.771508450883,0
90004,639,32153,54947,19.8,37.6,1432395.79,59621,"900",1.98737287344882,80.2,539.289847536942,0
91791,465,26409,89794,13.3,35.3,818920.92,34411,"917",1.76076337612178,86.7,767.458080265032,0
91360,643,34879,99229,62.8,42.4,916263.9,42984,"913",1.84351615585309,37.2,811.44146659222,1
93950,224,11450,92980,75.5,55.4,1273823.81,15169,"939",1.95633187772926,24.5,754.82892741776,1
94505,227,12914,138339,66.8,32.2,789018.03,15796,"945",1.75778225181973,33.2,817.548746518106,1
90802,404,22293,62720,36.8,43.8,498641.43,39036,"908",1.81222805364913,63.2,571.08822625269,0
92865,307,17995,118212,36.8,40.4,876582.78,21384,"928",1.70602945262573,63.2,841.517022072578,0
92373,491,26380,86430,55.6,54.5,688155.46,32340,"923",1.86125852918878,44.4,815.708101422387,1
94931,128,8083,95131,74.2,34.7,692651.72,8966,"949",1.58357045651367,25.8,901.516841400848,1
92116,483,23340,83869,54.3,56.7,844267.27,31470,"921",2.0694087403599,45.7,741.658722592946,1
95006,133,7756,120243,81.1,42.6,732064.38,8873,"950",1.71480144404332,18.9,874.112476050941,1
91803,333,21951,72773,7.8,34.7,864175.47,29223,"918",1.5170151701517,92.2,751.154912226671,0
95747,1205,58747,119601,63,46.4,651360.96,72208,"957",2.05116857030997,37,813.580212718812,1
95018,115,6985,106597,79.5,53.6,811644.88,5853,"950",1.64638511095204,20.5,1193.40509140612,1
91913,866,40746,114352,13.6,39.8,811332.86,53725,"919",2.1253619987238,86.4,758.417868776175,0
95062,517,28257,91801,69.7,48.1,1276259.29,36278,"950",1.8296351346569,30.3,778.901813771432,1
94066,696,33428,117747,27.9,42.7,1207444.81,43846,"940",2.08208687327989,72.1,762.395657528623,0
91755,339,20121,66355,5.7,29.1,824805.43,27197,"917",1.68480691814522,94.3,739.824245321175,0
92592,1059,60024,114281,52.2,38.8,703762.51,82090,"925",1.76429428228709,47.8,731.197466195639,1
94124,485,28819,66618,8.2,25.3,863294.44,35982,"941",1.68291751969187,91.8,800.928241898727,0
95110,322,14768,119408,21.5,39.7,857395,20377,"951",2.18039003250271,78.5,724.738675958188,0
95448,345,19315,100267,69.1,47.1,1059446.36,16596,"954",1.78617654672534,30.9,1163.83465895396,1
93619,776,37442,121444,56.4,44.3,582788.96,48320,"936",2.07253886010363,43.6,774.87582781457,1
91324,381,21725,88003,34.1,40.9,867887.27,29328,"913",1.75373993095512,65.9,740.759683578832,0
90042,643,38070,81853,21.8,38.3,929306.23,59658,"900",1.6889939584975,78.2,638.137383083576,0
93065,1112,62152,102654,58.2,36,769002.59,72991,"930",1.78916205431845,41.8,851.502240002192,1
91384,307,18689,119866,41.2,29.6,744144.22,28693,"913",1.64267751083525,58.8,651.343533265953,0
91502,128,8090,52906,45.8,40.1,733920.2,12044,"915",1.58220024721879,54.2,671.703752906011,0
90019,674,37465,61616,17.6,35.1,1243612.86,61061,"900",1.79901241158415,82.4,613.566761107745,0
92596,421,23763,106957,40.8,30.2,629779.02,35294,"925",1.77166182721037,59.2,673.287244290814,0
92563,968,52908,105106,42.4,30.4,640726.95,76795,"925",1.82959098813034,57.6,688.951103587473,0
91801,526,35552,73060,9.9,38.8,814588.34,53976,"918",1.47952295229523,90.1,658.663109530162,0
95045,66,3998,97369,52.6,29.3,856356.4,4032,"950",1.65082541270635,47.4,991.56746031746,1
92107,395,20791,93741,75.1,58,1261749.74,29753,"921",1.89986051656967,24.9,698.78667697375,1
91750,437,27440,96184,45.2,40.3,851192.42,33406,"917",1.59256559766764,54.8,821.409327665689,0
91941,478,26180,100224,55.3,44.6,913004.21,33858,"919",1.82582123758594,44.7,773.229369720598,1
90501,553,35509,80816,19,37,884793.02,43450,"905",1.55735165732631,81,817.238204833142,0
95002,36,1800,110536,16.3,24.9,1095547.79,2325,"950",2,83.7,774.193548387097,0
91405,452,37918,54391,23.2,24.5,766145.17,55751,"914",1.19204599398702,76.8,680.131298093308,0
93940,410,22768,91165,66.1,54.5,1053890.6,32273,"939",1.80077301475755,33.9,705.481362129334,1
90020,304,18735,51013,12,45.6,702171.17,38124,"900",1.62263143848412,88,491.422725841989,0
93626,36,1983,105313,62.1,42.9,566303.78,2255,"936",1.81543116490166,37.9,879.379157427938,1
92637,173,13506,53076,70.6,51.5,425458.77,17546,"926",1.28091218717607,29.4,769.748090732931,1
95330,458,22639,98811,22.2,21.9,606160.42,28325,"953",2.02305755554574,77.8,799.258605472198,0
94564,227,16007,104275,31.6,34.9,722636.11,19065,"945",1.41812956831386,68.4,839.601363755573,0
94112,821,45533,112795,15.3,34.8,1054970.2,84477,"941",1.8030878703358,84.7,538.998780733217,0
94508,35,2240,111917,54.8,50.9,877859.02,3680,"945",1.5625,45.2,608.695652173913,1
92647,689,45461,97736,50.7,37,1019635.91,60592,"926",1.51558478696025,49.3,750.280565091101,1
95445,42,3040,70027,82.6,31.5,566904.23,2134,"954",1.38157894736842,17.4,1424.55482661668,1
93066,67,3393,134063,55.9,34.2,1366671.55,2741,"930",1.97465369879163,44.1,1237.86939073331,1
90504,390,25222,97289,25.8,44,915396.44,33022,"905",1.54626913012449,74.2,763.793834413421,0
94401,497,25661,104260,28.8,46.8,1072084.24,35095,"944",1.93679123962433,71.2,731.186778743411,0
94063,551,28532,94028,20.3,34.5,1171488.76,35163,"940",1.93116500771064,79.7,811.42109603845,0
91773,420,27804,100614,41.6,37.5,821731.12,34407,"917",1.51057401812689,58.4,808.09137675473,0
94551,644,35663,116269,46.8,40.6,944020.7,40552,"945",1.80579311891877,53.2,879.438745314658,0
95010,146,8055,83827,70,46.2,1174609.74,8808,"950",1.81253879577902,30,914.509536784741,1
90732,233,15886,105297,46.5,44.4,823823.77,21582,"907",1.46670023920433,53.5,736.076359929571,0
95650,247,13155,108063,84.8,41.4,824246.81,14479,"956",1.87761307487647,15.2,908.557220802542,1
90005,286,17292,44913,9.5,35.6,888707.61,36910,"900",1.65394402035623,90.5,468.49092386887,0
94559,386,22755,85149,51.9,34.9,825041.92,27913,"945",1.69633047681828,48.1,815.211550173754,1
92123,452,25910,97691,44.7,46.4,853204.52,33035,"921",1.74450019297568,55.3,784.319660965643,0
92104,553,31114,79929,50.6,52.4,781229.17,45773,"921",1.77733496175355,49.4,679.745701614489,1
91042,334,21323,73115,61.1,29.9,830797.86,26686,"910",1.56638371711298,38.9,799.033200929326,1
93063,729,46960,101509,57.5,32.7,760951.96,56198,"930",1.55238500851789,42.5,835.616925869248,1
93430,43,2734,77662,75.7,41.7,1310172.14,2624,"934",1.57278712509144,24.3,1041.92073170732,1
90621,427,26399,76101,15.2,30,763411.04,36385,"906",1.6174855108148,84.8,725.54624158307,0
92591,506,30730,94745,49.8,34.5,680252.6,40889,"925",1.64659941425317,50.2,751.546870796547,0
93463,127,7135,115112,74.9,44.4,1181390.21,8598,"934",1.77995795374912,25.1,829.84414980228,1
94579,274,17382,92102,22.6,28.2,838499.21,21034,"945",1.57634334368887,77.4,826.376343063611,0
93428,92,6072,87961,71.6,44.4,988019.56,5721,"934",1.51515151515152,28.4,1061.35291033036,1
93441,17,1310,111587,75.1,64.2,1436655.58,1059,"934",1.29770992366412,24.9,1237.01605288008,1
92590,84,5060,65389,43.2,37.6,1404386.54,5364,"925",1.6600790513834,56.8,943.325876211782,0
94503,295,18257,118143,19.9,33.1,714074.2,21874,"945",1.61581859012981,80.1,834.643869434031,0
90038,275,15478,51096,31.1,37,1067750.92,27995,"900",1.77671533789895,68.9,552.884443650652,0
94545,499,28977,100248,12.3,32.6,864442.73,33496,"945",1.72205542326673,87.7,865.088368760449,0
94134,419,25025,93068,11.4,28.4,959108.79,41977,"941",1.67432567432567,88.6,596.159801796222,0
93103,283,15615,99725,44.8,45.1,1531475.27,19282,"931",1.81235991034262,55.2,809.822632507001,0
91776,379,27862,70538,7.7,28.9,852015.32,38112,"917",1.36027564424664,92.3,731.05583543241,0
