"ZIP","ZIP3","EV_perc","BachOrHigher_perc","Median_Household_Income","Zillow_Home_Value_Index","Latino_perc","White_perc","Asian_perc","Black_perc"
93401,"934",3.85,53.3,83814,977520.88,19.1,71.3,4.2,2.3
92691,"926",3.85,47.1,122967,990809.08,21.9,59,12.6,1.2
92867,"928",3.84,39.8,108547,1023098.9,38.8,44,11.5,0.8
92064,"920",3.84,52.5,119838,1059495.01,16.9,62.2,12.2,1.8
93449,"934",3.84,48.4,94268,1225203.45,9.8,82.7,2.7,1.2
92626,"926",3.83,44.2,98766,1145239.68,28.6,50.2,14.3,1.8
92264,"922",3.82,44.8,63518,614196.53,20.5,68.5,5.9,1.8
91311,"913",3.81,41.3,101623,858002.11,30,42.5,15.4,7
92869,"928",3.79,44.4,126864,994982.67,36.8,45,13.8,0.8
91505,"915",3.79,47.2,94610,1030415.06,27,52.7,11,2.3
94044,"940",3.79,47.2,138381,1225828.85,18.6,51.6,20.5,2.3
94510,"945",3.77,45.2,118228,786025.47,13.8,61.5,11.4,3.6
94550,"945",3.77,51.1,158887,1133416.98,16.3,62.5,14,1.5
90755,"907",3.76,38.4,79260,668562.18,35.8,27.3,22,10.7
91501,"915",3.76,40.5,78630,1076597.72,16,69.1,6.9,2.3
92833,"928",3.76,42.5,98176,843153.69,39,20.8,35.3,2.2
92262,"922",3.76,40.5,60289,697113.96,28.3,56.5,4.2,7.5
92646,"926",3.75,47.7,112926,1146863.95,15.4,64.2,13.2,0.9
95442,"954",3.75,65.5,151342,1216204.08,9.1,77.5,0,0.2
95404,"954",3.75,45.5,88574,793270.81,21.5,63.4,7.1,2.3
95117,"951",3.74,45.1,107972,1518450.93,29.6,31.6,26.6,8
94574,"945",3.74,55.1,116322,1698984.55,25.1,69.5,2.1,0.5
94933,"949",3.72,54.2,120000,867128.92,19.4,70.2,3.9,0
92108,"921",3.71,54,87032,575155.62,22.8,53.3,11,5.3
91506,"915",3.71,43.4,83217,1115342.07,24.9,55,13.6,1.8
95765,"957",3.71,52.5,110656,686187.13,13.4,64.2,14.1,1.7
92124,"921",3.7,54.8,98693,945736.55,18.2,56.2,11.9,6.3
92101,"921",3.69,55.1,78092,749467.45,22,57,8.8,7.7
91344,"913",3.69,37,104640,904804.38,31.6,44.6,17,2.6
90815,"908",3.68,53.4,102939,920317.76,23.1,53.7,11.1,7.1
95121,"951",3.68,33.8,117991,1106620.64,25.9,8.4,59.6,3.3
91387,"913",3.67,32.5,100523,754772.38,41.1,37.7,10.3,5.8
95742,"957",3.67,46.7,141629,621144.54,14.8,42.8,27.6,9.7
95864,"958",3.66,58.1,112560,678919.28,12.1,70.6,8.1,2.7
91748,"917",3.65,37.7,77183,830944.66,28.6,6.4,61.4,1.2
93405,"934",3.64,51.1,49678,967617.92,16.1,72.2,5.4,1
95811,"958",3.63,57,71265,621124.43,23.4,50.6,9.2,9.8
92029,"920",3.63,43.1,98848,1083018.28,26.4,58.2,7.7,1.6
90808,"908",3.63,45,118814,912724.37,25.8,53,11.7,3.8
95476,"954",3.62,40.8,96029,966458.64,25.8,67.1,2.2,1.1
90807,"908",3.62,43.2,81622,865430.76,28.7,38.7,15.2,12.7
91203,"912",3.62,40.9,66245,717535.98,19.2,56.7,16.3,3
95405,"954",3.61,47.4,99978,721505.49,12,77.9,4.2,1.3
94951,"949",3.6,43.9,101197,1186639.38,23.3,68.6,5.4,0
94523,"945",3.57,56,130277,959694.85,15.5,60.4,14.4,3.6
91504,"915",3.56,43.6,89219,1096996.34,23.5,54.9,11,4.3
94947,"949",3.55,44.4,121833,966689.74,21.7,62.5,6.2,3.1
92624,"926",3.55,42.4,110990,1448874.56,26,66.4,1.8,0.6
91741,"917",3.54,46.2,113446,920303.45,29.4,51.7,12.9,1.8
90630,"906",3.54,48.7,109051,911026.09,19.6,34.8,37.9,2.6
91390,"913",3.53,40.8,133150,869649.57,28.5,60.2,4.7,2.2
90010,"900",3.52,54.2,76547,952608.1,10.3,17.7,62,5
90026,"900",3.52,42.9,70436,1145179.25,49.6,28,14.8,3.3
95377,"953",3.51,27.2,128732,756941.92,31.8,27.3,27,5.2
95064,"950",3.51,67.4,107500,609927.6,29.4,32.7,25.4,4
91401,"914",3.5,38.9,65458,1044389.61,42.5,42.5,5,5.3
95460,"954",3.5,45,69712,786555.09,7.6,81.4,4.5,0
91040,"910",3.48,33.7,98044,842659.64,23.2,60.5,10.6,2.6
92870,"928",3.47,40.5,103233,920951.82,38.6,38.7,16.1,2.5
94546,"945",3.45,40.8,111570,1003689.92,18.2,41.3,27.5,6.7
93111,"931",3.44,55.1,132603,1450046.35,22.8,67.4,4.7,0.7
92003,"920",3.44,36.2,98304,921151.63,29.1,63.2,1.9,0.1
94534,"945",3.44,40.5,121478,693006.02,17.3,40.4,23.2,11.2
95409,"954",3.44,48.8,85614,750888.91,17.3,72.5,6.3,1
91737,"917",3.43,40.4,105943,853823.45,33.7,42.8,13,6.1
91915,"919",3.43,47.7,128839,793030.18,43.8,17.8,24.7,7.6
93012,"930",3.42,48.4,111228,804143.99,24.7,58.8,11.1,1.7
91201,"912",3.42,32.7,59432,1127746.01,20.7,67.2,5.6,1.5
91754,"917",3.41,37.3,71735,852124.71,31.3,5.5,60.3,0.8
91601,"916",3.41,46,61761,900093.82,34.4,44.8,8.3,8
91325,"913",3.41,40.6,73119,941633.09,37.8,35.8,15.7,5.9
94805,"948",3.39,42.6,95534,733000.65,29.7,34.1,18.9,10.7
92881,"928",3.37,34,125134,784120.55,32.3,43.6,11.7,5.8
91103,"911",3.34,34.9,73705,963744.74,51.1,20.3,11,14.5
91411,"914",3.32,37.3,67430,934740.71,48,34.2,7.9,6.8
92627,"926",3.32,40.6,94833,1139782.4,41.5,48.5,4.8,0.8
94803,"948",3.32,40.9,101696,738324.87,26.4,33.7,21.3,13.3
94599,"945",3.31,32.2,69769,1354312.41,21.8,68.2,3.6,3.2
94605,"946",3.31,40.7,83026,723317.88,24.8,16.4,8.5,41.9
94517,"945",3.31,55.6,144097,1061445.65,10.4,69.6,10.7,2.1
92831,"928",3.3,43.7,79461,882951.09,39.2,36.6,17.6,2.1
92120,"921",3.29,54.4,103596,919744.26,17.5,65.2,6.1,5.5
95112,"951",3.28,39.3,83224,966756.55,42.7,22.8,25,4.8
95020,"950",3.28,28.2,117236,1020019.27,56.5,28.5,9.5,1.5
95835,"958",3.28,48.8,106843,558720.67,17.8,31.3,28.5,14.2
91745,"917",3.25,34.1,94608,834705.17,45,11.7,40.2,0.9
94513,"945",3.25,36.7,124673,790081.85,23.8,49.1,11.8,8.7
93023,"930",3.25,41.1,79815,1044158.14,19.5,73.4,2.8,0.3
95757,"957",3.25,42,117356,679388.26,17.7,24.2,37.2,11.6
95005,"950",3.24,40.8,89761,929532.28,12,83,1.5,0.3
91016,"910",3.23,42.1,88285,895270.17,43.9,31.6,14.3,4.7
93021,"930",3.21,42.3,125801,861255.22,32.3,52.4,7,3
95073,"950",3.21,42.1,105508,1250378.3,17.4,75.9,2.4,0.1
92109,"921",3.21,67.5,95170,1256413.88,15.3,73.8,4.1,1.7
91020,"910",3.2,42.7,59412,907656.01,18.4,48.4,21.3,1.2
90004,"900",3.2,37.6,54947,1432395.79,47,19.8,25.3,3.9
91791,"917",3.19,35.3,89794,818920.92,49.6,13.3,29,4
91360,"913",3.19,42.4,99229,916263.9,23.8,62.8,6.5,1.8
93950,"939",3.17,55.4,92980,1273823.81,11.4,75.5,7.4,0.7
94505,"945",3.16,32.2,138339,789018.03,19.3,66.8,5,3.5
90802,"908",3.15,43.8,62720,498641.43,34.8,36.8,7.9,13.9
92865,"928",3.15,40.4,118212,876582.78,39.7,36.8,15.3,1.1
92373,"923",3.15,54.5,86430,688155.46,24.6,55.6,9.8,5
94931,"949",3.14,34.7,95131,692651.72,16.9,74.2,1.7,0.8
92116,"921",3.14,56.7,83869,844267.27,29.3,54.3,6,5.5
95006,"950",3.13,42.6,120243,732064.38,10.3,81.1,1,0.7
91803,"918",3.13,34.7,72773,864175.47,41.1,7.8,46.9,1.8
95747,"957",3.12,46.4,119601,651360.96,12.6,63,16.7,2.4
95018,"950",3.12,53.6,106597,811644.88,9.1,79.5,2.7,0.3
91913,"919",3.11,39.8,114352,811332.86,50.3,13.6,24.1,7.5
95062,"950",3.11,48.1,91801,1276259.29,21.1,69.7,3.6,1
94066,"940",3.1,42.7,117747,1207444.81,27.8,27.9,34.1,1.4
91755,"917",3.1,29.1,66355,824805.43,21.4,5.7,70.3,0.9
92592,"925",3.1,38.8,114281,703762.51,26.4,52.2,11.5,3.5
94124,"941",3.1,25.3,66618,863294.44,24,8.2,35.9,27.6
95110,"951",3.09,39.7,119408,857395,55.4,21.5,14.6,2.7
95448,"954",3.09,47.1,100267,1059446.36,24.6,69.1,1.5,0
93619,"936",3.09,44.3,121444,582788.96,24,56.4,13,2
91324,"913",3.05,40.9,88003,867887.27,36.5,34.1,20.3,5.2
90042,"900",3.03,38.3,81853,929306.23,58.7,21.8,13.4,1.8
93065,"930",3.03,36,102654,769002.59,25.8,58.2,10.8,1.6
91384,"913",3.02,29.6,119866,744144.22,38.5,41.2,8.2,5.2
91502,"915",3.02,40.1,52906,733920.2,28,45.8,17.1,3.5
90019,"900",3,35.1,61616,1243612.86,43.9,17.6,17.5,17.1
92596,"925",2.99,30.2,106957,629779.02,36.9,40.8,8.2,6.3
92563,"925",2.98,30.4,105106,640726.95,31.6,42.4,12.4,7.2
91801,"918",2.98,38.8,73060,814588.34,32.8,9.9,52.4,2.1
95045,"950",2.98,29.3,97369,856356.4,39.3,52.6,2.4,0.2
92107,"921",2.97,58,93741,1261749.74,14.7,75.1,3.3,2.8
91750,"917",2.97,40.3,96184,851192.42,38.1,45.2,9.3,4.2
91941,"919",2.95,44.6,100224,913004.21,27.4,55.3,5.3,6.3
90501,"905",2.95,37,80816,884793.02,44.8,19,26.6,5.3
95002,"950",2.94,24.9,110536,1095547.79,65.6,16.3,12.6,1.6
91405,"914",2.94,24.5,54391,766145.17,61.4,23.2,8,4.5
93940,"939",2.93,54.5,91165,1053890.6,18.3,66.1,7.4,3.2
90020,"900",2.93,45.6,51013,702171.17,34.1,12,44.3,6.5
93626,"936",2.93,42.9,105313,566303.78,18.4,62.1,7.9,4.7
92637,"926",2.92,51.5,53076,425458.77,4.2,70.6,21.8,0.5
95330,"953",2.92,21.9,98811,606160.42,39.2,22.2,25.7,7.8
94564,"945",2.91,34.9,104275,722636.11,25,31.6,26.3,11.1
94112,"941",2.91,34.8,112795,1054970.2,28.1,15.3,50.3,2.3
94508,"945",2.9,50.9,111917,877859.02,17,54.8,12.9,6.7
92647,"926",2.9,37,97736,1019635.91,28.7,50.7,14.1,1.6
95445,"954",2.9,31.5,70027,566904.23,16.8,82.6,0,0
93066,"930",2.89,34.2,134063,1366671.55,39.5,55.9,2.3,0
90504,"905",2.88,44,97289,915396.44,25.5,25.8,37.7,4
94401,"944",2.88,46.8,104260,1072084.24,36.9,28.8,21.8,1.8
94063,"940",2.87,34.5,94028,1171488.76,64.2,20.3,9.3,2.5
91773,"917",2.86,37.5,100614,821731.12,34.4,41.6,16.3,2.7
94551,"945",2.86,40.6,116269,944020.7,30.6,46.8,14.7,2.1
95010,"950",2.86,46.2,83827,1174609.74,19.6,70,6.6,0.2
90732,"907",2.85,44.4,105297,823823.77,33.3,46.5,11.4,5.1
95650,"956",2.84,41.4,108063,824246.81,6.9,84.8,3.1,0
90005,"900",2.82,35.6,44913,888707.61,49.1,9.5,32.9,5.4
94559,"945",2.81,34.9,85149,825041.92,41,51.9,3.4,0.6
92123,"921",2.81,46.4,97691,853204.52,22,44.7,19.3,7.6
92104,"921",2.8,52.4,79929,781229.17,31.5,50.6,5.3,7.1
91042,"910",2.79,29.9,73115,830797.86,25.1,61.1,8.5,1.2
93063,"930",2.78,32.7,101509,760951.96,25.5,57.5,11.1,0.8
93430,"934",2.78,41.7,77662,1310172.14,17.6,75.7,2.3,0
90621,"906",2.77,30,76101,763411.04,43.6,15.2,35.6,3.7
92591,"925",2.77,34.5,94745,680252.6,30,49.8,10.8,3.6
93463,"934",2.76,44.4,115112,1181390.21,17.2,74.9,1.8,3.1
94579,"945",2.76,28.2,92102,838499.21,21.5,22.6,46.8,2.2
93428,"934",2.75,44.4,87961,988019.56,26.1,71.6,0.9,0.2
93441,"934",2.75,64.2,111587,1436655.58,19.1,75.1,0.6,0
92590,"925",2.75,37.6,65389,1404386.54,44.7,43.2,5.2,2.9
94503,"945",2.74,33.1,118143,714074.2,30.4,19.9,33.2,7.5
90038,"900",2.73,37,51096,1067750.92,50.5,31.1,6.2,6.6
94545,"945",2.73,32.6,100248,864442.73,30.9,12.3,40.9,7.7
94134,"941",2.73,28.4,93068,959108.79,20.3,11.4,58.8,5.5
93103,"931",2.72,45.1,99725,1531475.27,48.6,44.8,3.4,1.3
91776,"917",2.71,28.9,70538,852015.32,27.3,7.7,62.2,0.6
92506,"925",2.71,38.5,107085,639818.68,36.4,49.5,5.4,5.1
94954,"949",2.71,35.2,100668,814995.95,22.6,65.8,4.6,1.4
92126,"921",2.7,46.2,105284,859308.03,17.1,24.7,47.9,3.7
92683,"926",2.7,26.7,71108,898176.98,24.2,20.7,50.6,0.9
91205,"912",2.7,36.9,48888,826898.26,25.2,58.6,12.5,1.5
95046,"950",2.7,29.4,130559,1419359.69,47.8,44.6,3.2,0.5
91204,"912",2.69,32.7,63443,721032.71,33.9,47.1,14.6,2.9
93402,"934",2.69,43,82894,806185.45,19.5,72.4,4.2,0.3
91770,"917",2.69,22.9,65042,788595.35,30,3.8,64.2,0.4
91304,"913",2.68,34.4,74987,864535.14,40.5,32.4,16.8,5.8
92845,"928",2.68,40,116333,924492.25,18,62.3,13.9,0.7
93117,"931",2.67,49.5,77964,1232703.59,31.5,47.8,13.7,3.1
95492,"954",2.67,33.8,125349,766914.99,30,61,2.9,0.9
95661,"956",2.64,46.3,96554,638371.48,13.7,70.9,9.4,1.6
94577,"945",2.64,36.5,97476,818661.72,28.7,23.9,28.4,12.1
92117,"921",2.64,49.8,97702,954684.07,24.3,58.5,9.2,3.1
92508,"925",2.63,35.3,129794,700203.1,36.3,37.8,12.5,7.4
95436,"954",2.63,41.8,76742,606312.46,12,72.8,3.5,0.5
92832,"928",2.62,30.9,79593,764070.62,54.3,28.6,11.1,2.5
92211,"922",2.61,42.5,72445,544091.97,12.8,76.8,4.7,2.7
95831,"958",2.6,49.3,86665,590433.79,20.1,31.1,26.7,13.6
91935,"919",2.6,35.1,114746,897855.07,25.5,69.4,2,0.9
94521,"945",2.6,41.7,112030,802957.66,16.4,57.4,14.8,3.8
94553,"945",2.6,41.8,110971,760442.53,19.7,60.2,10,3.5
92110,"921",2.58,50.6,87286,859579.53,18.6,60.8,7.4,5.5
94558,"945",2.58,36.8,102244,875040.94,35.4,57.2,2.4,0.8
94015,"940",2.57,40.4,106742,1133836.44,16.9,14.4,59.3,3.6
94525,"945",2.56,41.3,95099,672023.37,20.4,63.8,3.3,9.4
93523,"935",2.56,33.1,62768,167970.16,16.8,59,4.2,7.8
93908,"939",2.56,52.9,158094,1084645.13,28.7,60.8,7.2,0.2
90008,"900",2.56,32.9,49379,1036474.52,23.1,5.9,4.1,64.7
92081,"920",2.53,36.3,90621,835823.07,29.7,54.4,6.6,4.2
95403,"954",2.52,24.3,84517,696773.09,37.1,49.7,4.3,2.5
93420,"934",2.51,39.8,94315,941058.55,14.1,73.7,3.3,1.2
94518,"945",2.51,42.3,105222,830442.77,27.1,52.5,11.6,2.2
92780,"927",2.5,33.7,83662,900769.74,51.4,28.8,12.9,2.8
95677,"956",2.5,41.4,94695,608449.62,14.4,70.3,6.5,1.7
92253,"922",2.49,35.1,83348,728017.88,37.4,54.2,3.4,1.5
94515,"945",2.49,36.5,84676,1056791.95,38.2,57.2,1.2,0.6
90638,"906",2.49,37.4,97838,788193.15,45.4,28.8,21.3,1.4
92882,"928",2.47,27.3,90900,699097.42,53,31.7,7.5,4.1
92584,"925",2.46,25.7,103842,582066.51,37.5,44.1,6.6,6.3
92562,"925",2.46,33.8,101667,640629.72,33.7,51.5,5.2,3.7
93010,"930",2.45,39.9,100895,812253.45,33,51.7,7.1,3.1
96161,"961",2.45,59.6,107321,976259.14,12.4,83.8,1.1,0
94804,"948",2.45,31.1,71824,590313.15,41.9,17.9,11.6,21.5
92028,"920",2.44,34.1,87754,801355.56,41.8,50.2,2.9,1.2
93427,"934",2.43,42.1,108447,824522.78,23.2,73.2,1.4,0.3
95817,"958",2.43,42.1,48359,460345.2,24.6,42.5,10.1,13.3
91710,"917",2.43,23.8,89375,696332.84,58.4,20.6,12.8,5.4
90620,"906",2.41,32.4,104701,800904.65,35.5,28.8,29.3,1.6
92119,"921",2.41,54.3,101109,861964.73,15.6,65.1,8.4,3.3
95722,"957",2.41,38.5,95529,662943.93,9.9,84.6,2.2,0
95521,"955",2.4,46.5,43520,454846.79,14.7,70,3.5,1.6
92844,"928",2.4,20.9,64536,761773.85,22.8,12.8,58.5,2.2
93460,"934",2.4,34.3,113017,1482825.71,23.1,64.7,1.5,0.8
90601,"906",2.39,29,86268,763124.42,68.2,20.4,6.3,0.7
90240,"902",2.39,27.8,91518,824064.68,71.3,15.6,8.1,3.1
93001,"930",2.39,34.5,72259,893993.89,42.8,48.8,2.6,0.5
91701,"917",2.38,35.7,105044,761145.49,36.3,42.7,11,5.2
95628,"956",2.37,42.6,100458,579704.9,14.7,72.5,4.8,1.8
92057,"920",2.37,31.6,91298,715955.41,39.6,39,9.3,5.8
90712,"907",2.36,35.9,108877,780046.36,33.3,34.2,17.6,10.2
91724,"917",2.35,32.3,90799,777041.62,55.5,21.8,14.7,4.7
91321,"913",2.34,26.2,74424,638756.71,51.9,34.3,6.6,2.3
92354,"923",2.34,48.3,67776,600745.47,25.5,33.6,26.6,8.4
90058,"900",2.34,20.1,33146,542548.95,81.8,9.6,0.1,7
91902,"919",2.33,43.2,112331,1008143.69,42.8,37.4,13.6,2.2
95691,"956",2.33,33.6,86675,536091.03,28.8,46,13.4,4
94591,"945",2.32,31.4,95628,591808.4,22.4,25.1,29.4,14.8
95304,"953",2.32,21.4,101069,911402.25,31.6,39.4,11,6.6
95421,"954",2.32,38.5,59479,552495.83,11.1,77.9,3.6,0
92026,"920",2.31,31.1,83194,737519.67,40.7,45.1,8,1.5
92260,"922",2.3,36.7,63023,581894.45,25.6,63,4.5,2.6
92866,"928",2.3,33.4,78365,962165.99,33.9,54.8,5.7,0.4
95648,"956",2.29,34.4,93666,622931.17,18,70.7,6.3,0.9
95519,"955",2.29,36.4,61077,448006.14,9.9,72.4,4,0.4
93101,"931",2.29,40.4,67368,1275632.67,47.8,45.3,2.5,1.2
92841,"928",2.29,22.2,68875,844329.58,30.6,16.7,49.1,0.8
93442,"934",2.28,42.1,79918,929497.76,14.4,75.4,5.1,0.2
95683,"956",2.28,48,131890,665904.4,18.1,72.1,3,4.6
93035,"930",2.28,34.3,93593,834994.53,48.5,38.2,6.7,1.6
90502,"905",2.27,32.8,89206,673943.11,39.6,13.8,35.7,6.5
91406,"914",2.27,27.9,64875,804773.43,57.7,26.2,7.3,4.6
92056,"920",2.26,36.3,90777,774475,31.9,51.4,7.8,2.4
90248,"902",2.26,33,69645,734586.15,36.5,5.9,33.6,16.7
93720,"937",2.25,48.3,94011,459181.83,26.5,50.2,16.3,2.5
91792,"917",2.25,35.6,88610,717201.29,41.7,5.6,43.1,7.5
90631,"906",2.25,30.8,93045,793195.2,57.2,26,12.4,2.1
95111,"951",2.25,19.5,81166,964800.15,51.9,8.7,34.3,1.7
95829,"958",2.24,30.1,102342,567163.32,18.4,27.9,38.4,7.7
92587,"925",2.24,26,95000,592908.69,29.6,59.9,2.3,0.8
94606,"946",2.24,40.3,67197,686225.16,22.9,22.7,32.8,15.3
90670,"906",2.23,23.3,76397,683062.49,75.2,12.3,8.1,2.7
95624,"956",2.22,32.7,106600,605461.66,17.3,39,25.8,9.1
90717,"907",2.21,38.5,85728,840975.12,35.4,35.2,17.8,5.6
93551,"935",2.21,27.6,98181,560277.18,41.7,37.1,7.7,9.5
93933,"939",2.21,36.4,80360,801231.01,28.2,39.5,14.4,6.2
90603,"906",2.2,36.5,109485,802364.83,59.4,32,5.4,0.6
91730,"917",2.19,31.8,76750,622068.11,42.2,27.5,14,11.5
93444,"934",2.19,32.2,98125,834358.92,44.9,49.2,1.6,0.8
94541,"945",2.19,29.3,92270,777557.39,44.4,19.5,17.7,12.4
95959,"959",2.18,43.6,71757,549274.21,8,84.5,1.9,0.8
92336,"923",2.17,26.6,103200,652138.72,56.1,17.7,10.2,11.3
93465,"934",2.16,39.4,113017,903106.59,15.8,76.7,0.8,0
95219,"952",2.16,39.7,83934,538590.05,27.9,34.4,21.4,9.2
91351,"913",2.16,24.6,90671,659265.69,48.2,36.6,5.5,3.6
95127,"951",2.14,24.8,110887,993676.64,56.5,12.5,26,1.2
92069,"920",2.13,33.7,80429,801634.6,46.1,37,10.5,1.9
91740,"917",2.13,31.6,92975,733219.56,46.3,36.6,10.7,2.2
95608,"956",2.13,35,74360,533758.27,15.9,65.3,8,4.7
93737,"937",2.12,29.5,98714,495600.61,33.6,35,25,0.6
91752,"917",2.12,21.3,98913,728144.71,60,23.7,9.3,4.7
94531,"945",2.11,30,106570,659898.06,26.2,22.8,19.2,24.1
94571,"945",2.11,36.3,73547,474943.45,23.1,59.5,4.1,11.5
95655,"956",2.11,37.4,116250,541415.82,13.4,56.7,13.3,7.7
94519,"945",2.1,32.3,111850,707232.28,28.6,45.3,13.6,2.1
92585,"925",2.1,19.4,89105,546522.92,52.1,30.3,4.5,7.9
90305,"903",2.09,33.2,80281,793634.53,16.3,2.3,1.4,76.8
95758,"957",2.08,36.3,96486,553758.88,22.1,31.9,27,11.1
90043,"900",2.08,29.7,60599,829786.31,29,5.8,2.3,57.9
93532,"935",2.08,19,80357,420022.12,23.7,65.5,3.2,2.9
94014,"940",2.08,33.2,101168,998677.39,32.3,9.8,50.9,2.4
92054,"920",2.07,34.3,64694,972369.74,39.2,48.8,3.6,4
92082,"920",2.07,31.6,103509,846334.37,35.1,51,2.8,1.7
95004,"950",2.06,37.4,116779,884867.27,33,61.5,0.5,0.8
92111,"921",2.05,42.6,85347,837473.53,32.1,42.6,17.4,3.4
90016,"900",2.05,27.3,53659,889276.93,54.8,10,4.4,27.7
95663,"956",2.04,37,117500,849281.02,10.9,80.6,1.4,0
92805,"928",2.04,23.4,74002,736018.12,72.3,12.7,12.2,1.4
95672,"956",2.04,35.9,116719,735600.04,13.1,81.3,1.1,0
91790,"917",2.04,22.8,93181,736070.19,61.9,11.7,21,2.9
93003,"930",2.04,40.1,87552,791601.01,32.5,57.5,4.7,1.7
90713,"907",2.03,31.2,112118,801622.02,29,46,13.3,4.2
91306,"913",2.03,29.6,77597,770719.52,48.9,24.5,18.4,3.4
92655,"926",2.01,20,48323,843011.42,34.9,16.5,46.6,1.1
93013,"930",2.01,41.7,88995,1265829.54,42.7,51,2.1,0.8
94572,"945",2,24.6,86150,653114.54,28.6,23,21.7,15.6
95337,"953",1.99,21.7,91190,629156.17,39.7,30.7,18.2,4.9
91343,"913",1.98,26.2,71380,797788.58,61.2,19.4,13.2,4.1
92115,"921",1.98,35.4,59931,732634.62,29.8,40.9,13.8,10
93222,"932",1.98,36.2,47083,387575.22,16,65.8,16,0
93311,"933",1.98,39.8,101447,437319.64,35.9,37.8,15.4,5.6
93711,"937",1.98,47.2,81599,477583.85,27.1,54.5,10.3,3.4
92806,"928",1.98,27.7,83330,850032.91,58.2,23.4,12.9,2.3
91702,"917",1.98,23.8,74175,635998.71,66.8,15.5,12.7,2.5
92840,"928",1.97,24.3,80471,799644.16,43.3,18.5,35.8,0.9
92203,"922",1.97,29.1,80430,546395.38,49.3,44.1,2.2,1.2
91606,"916",1.97,24.4,57146,825485.03,52.2,35.7,4.1,4.4
92061,"920",1.97,28.8,78162,730567.1,28.9,42.9,1.8,0.6
94544,"945",1.97,24.8,95744,796490.47,44.1,13.1,27.7,8.2
93510,"935",1.95,27.1,113056,786072.36,28.6,65.3,2.3,1
92706,"927",1.95,22.7,80990,859558.6,70.1,18.2,9,1
90710,"907",1.95,29.5,68537,761699.9,46.2,17,22.3,11.3
95401,"954",1.95,28.1,82414,631126.54,42,49.4,4,0.6
95688,"956",1.94,31.3,106575,643078.72,26.1,54.5,7.9,4.4
91010,"910",1.94,30.5,88357,688061.95,56.8,21.2,14.4,4.9
90701,"907",1.93,30.6,83321,722062.09,34,15.2,38.6,7
95678,"956",1.93,38.3,86940,511784.62,22.4,62.8,7.2,2
91761,"917",1.92,20.3,79614,640087.75,68.8,15.8,7.2,5.2
93004,"930",1.92,37,102158,771040.52,40.3,49.2,4.5,2.1
95658,"956",1.91,37.8,106875,870290.09,7.7,80.3,2.5,1.8
90804,"908",1.91,29.7,55647,615570.09,44.1,24.5,16.2,12.1
94561,"945",1.9,21.5,109410,647318.45,32.1,45.4,7.1,8.3
92843,"928",1.9,17.3,74940,788078.79,46.3,7.3,44.4,0.4
95603,"956",1.89,33,77571,582314.07,14.7,78.4,1.9,0.5
94928,"949",1.89,31,82894,670910.84,28.6,56.2,6.6,3.1
94578,"945",1.89,25.2,74912,772628.22,33.1,14.3,28.2,18.1
95446,"954",1.89,35.8,79205,552536.94,17,75.9,0.9,0.9
90250,"902",1.89,25,65935,825256,53.1,11.7,7.6,24
95682,"956",1.88,35.8,97607,630035.01,14.4,76.8,3.5,0.8
94580,"945",1.88,26.9,99360,796185.17,37.1,20.2,33.6,3.6
92879,"928",1.87,21.4,76973,624851.65,60.8,19.6,10.9,6.1
93721,"937",1.87,12.6,24643,192754.38,58.3,24.8,3.1,10.7
92223,"922",1.86,25.3,90074,500859.8,43.5,38.2,7,7.5
91786,"917",1.86,27.8,71693,661003.14,51.2,30,8.1,6
90241,"902",1.85,25.8,75111,801372.79,73.8,15.2,6.8,2.3
95693,"956",1.85,30.5,116741,848987.22,29.5,61.2,6.3,0.5
90704,"907",1.85,22.7,77644,845974.32,45,52.3,0.7,0.2
92868,"928",1.84,30.9,79722,748975.09,50.4,26.2,14.8,3.2
92374,"923",1.84,36.4,86132,543432.13,44.4,35.8,7.3,6.9
90032,"900",1.83,22.9,65761,770552.15,76.8,7.8,11.8,1.9
90731,"907",1.83,23.3,61144,768269.55,57.7,27.1,5.7,4.8
95441,"954",1.8,41.8,125750,1079389.55,24.8,65.6,2.3,0.7
95670,"956",1.8,31.4,79003,461350.22,19.7,52.6,12.6,8.6
91335,"913",1.79,29.2,68163,741586.37,53.2,27.5,12.7,3.3
95776,"957",1.79,32.1,91236,566850.7,44.7,31.6,16.2,2.2
91723,"917",1.79,23.3,73977,715856.28,66.6,17.7,10,3.3
90806,"908",1.78,19.9,60172,698708.87,51.3,10.6,19.3,15.4
96146,"961",1.78,46.6,85938,899449.68,7.3,90.9,0,0
93636,"936",1.78,34.7,104201,511296.31,38,50.8,3.4,2.1
93422,"934",1.76,30.9,84456,712384.3,17.5,75.5,1.5,0.6
92025,"920",1.76,27,58608,760072.29,55,33.5,4.4,2.3
92065,"920",1.76,26.9,103743,724090.23,30.2,62.6,2.2,0.8
92019,"920",1.76,34.2,89937,771999.71,20.2,68.1,2.9,2.2
96140,"961",1.75,54.1,113750,1041021.63,8.7,78.8,5,1
92860,"928",1.75,20,115773,790413.36,34.6,54.1,3.5,4.4
90029,"900",1.75,33.4,50822,992215.08,53.5,24.6,15.6,3.7
92071,"920",1.74,30.4,93043,710129.68,20.1,67.3,4.8,1.3
95023,"950",1.74,18.3,94775,729959.43,64.6,28.5,3,1
92507,"925",1.74,29.3,61410,537583.32,52.5,22.1,14.5,7
